TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , misol_w   , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdk_w    , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , vpsspls_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , misolv_w  , mizsolv_w , milsol_w  , milsolv_w , zwbas     
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , -         , DK      , PED     , °KW       ,           , , , , , , °KW       
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueBeforeLimitation","TorqueForTimingIntervention","","",""
  239.575, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.032    , 14.032    , 37.5      , 40.5426   , 17.4722   , 20.5833   , 2200      , 820       , 832.109   , 404.922   , 382.734   , 831.563   , 1037.81   , 858.516   , 1.40625   , 2.03126   , 1.44532   , 2.18751   , 33.0469   , 86.5547   , 94.3125   , 31.0078   , 560       , 37.5      , 37.5      , 2.20534   , 93        , 91.5234   , 0.459351  , 0.949982  , 7.05883   , 33.6324   , 34.5      , 14.6347   , 30.423    , 14.032    , 14.6332   , 14.032    , 14.032    , 33.75     
  239.625, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.3829   , 14.3829   , 38.2813   , 41.7481   , 17.7222   , 21.0556   , 2200      , 820       , 832.109   , 408.672   , 393.75    , 831.563   , 1040.47   , 860.703   , 1.40625   , 2.03126   , 1.44532   , 2.18751   , 33.4219   , 86.3906   , 94.1484   , 32.0391   , 560       , 37.5      , 37.5      , 2.21867   , 93        , 91.5078   , 0.466858  , 0.949982  , 7.05883   , 34.3526   , 34.5      , 14.7598   , 30.4718   , 14.3829   , 14.7583   , 14.3829   , 14.3829   , 33.75     
  239.675, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.389    , 14.389    , 38.2813   , 41.8091   , 17.6945   , 19.7222   , 2200      , 820       , 832.109   , 406.172   , 393.984   , 832.813   , 1039.92   , 860.234   , 1.5625    , 2.03126   , 1.44532   , 2.10938   , 33.1875   , 86.3203   , 94.0547   , 32.0625   , 560       , 37.5      , 37.5      , 2.16534   , 93        , 91.4922   , 0.474366  , 0.949982  , 7.05883   , 34.3526   , 34.5      , 14.7537   , 30.4383   , 14.389    , 14.7522   , 14.389    , 14.389    , 33.75     
  239.725, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.5661   , 14.5661   , 38.6719   , 42.4958   , 18.3056   , 20.6389   , 2200      , 820       , 832.109   , 403.359   , 399.609   , 832.813   , 1040.55   , 860.781   , 1.5625    , 2.03126   , 1.44532   , 2.10938   , 32.9063   , 86.4844   , 94.2422   , 32.5781   , 560       , 37.5      , 37.5      , 2.2       , 93        , 91.4922   , 0.479859  , 0.949982  , 7.05883   , 34.7127   , 35.25     , 14.5981   , 30.423    , 14.5661   , 14.5966   , 14.5661   , 14.5661   , 34.5      
  239.775, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7278   , 14.7278   , 39.0625   , 43.0451   , 18.6389   , 22.2222   , 2200      , 820       , 832.109   , 414.375   , 404.531   , 832.813   , 1041.09   , 861.172   , 1.5625    , 2.03126   , 1.44532   , 1.95313   , 33.9609   , 86.3672   , 94.1016   , 33.0469   , 560       , 37.5      , 37.5      , 2.26934   , 93        , 91.4922   , 0.486145  , 0.949982  , 7.45098   , 35.0713   , 34.5      , 14.8804   , 30.452    , 14.7278   , 14.8804   , 14.7278   , 14.7278   , 33.75     
  239.825, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7431   , 14.7431   , 39.0625   , 43.1458   , 18.7778   , 22.4722   , 2200      , 820       , 832.109   , 421.953   , 405.313   , 832.813   , 1041.17   , 861.328   , 1.5625    , 2.03126   , 1.44532   , 1.95313   , 34.6406   , 86.3203   , 94.0547   , 33.1172   , 560       , 37.5      , 37.5      , 2.31734   , 93        , 91.4922   , 0.487366  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.1001   , 30.4169   , 14.7431   , 15.1001   , 14.7431   , 14.7431   , 33        
  239.875, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.74     , 14.74     , 39.0625   , 43.1336   , 19.1389   , 21.9167   , 2200      , 820       , 832.188   , 424.688   , 405.156   , 832.813   , 1041.17   , 861.328   , 1.5625    , 2.03126   , 1.52344   , 2.03126   , 34.8984   , 86.5078   , 94.2656   , 33.0938   , 560       , 37.5      , 37.5      , 2.31467   , 93        , 91.4922   , 0.486206  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2222   , 30.423    , 14.74     , 15.2222   , 14.74     , 14.74     , 33        
  239.925, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7339   , 14.7339   , 39.0625   , 43.0756   , 19.1389   , 21.9722   , 2200      , 820       , 832.188   , 425.469   , 403.984   , 832.813   , 1041.17   , 861.328   , 1.5625    , 2.03126   , 1.52344   , 2.03126   , 35.0625   , 86.3203   , 94.0547   , 33.0703   , 560       , 37.5      , 37.5      , 2.32      , 93        , 91.4922   , 0.486328  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2924   , 30.4505   , 14.7339   , 15.2924   , 14.7339   , 14.7339   , 33        
  239.975, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7522   , 14.7522   , 39.0625   , 43.1794   , 19.1389   , 22.1667   , 2200      , 820       , 832.109   , 430.156   , 404.766   , 831.563   , 1041.17   , 861.328   , 1.71875   , 2.10938   , 1.5625    , 2.03126   , 35.5078   , 86.4609   , 94.2188   , 33.1406   , 560       , 37.5      , 37.5      , 2.30667   , 93        , 91.4844   , 0.486084  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.4266   , 30.4215   , 14.7522   , 15.4266   , 14.7522   , 14.7522   , 32.25     
  240.025, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7492   , 14.7492   , 39.0625   , 43.1183   , 19.0833   , 21.8611   , 2200      , 820       , 832.109   , 427.891   , 404.766   , 831.563   , 1041.17   , 861.328   , 1.71875   , 2.10938   , 1.5625    , 2.03126   , 35.2969   , 86.4375   , 94.1953   , 33.1406   , 560       , 37.5      , 37.5      , 2.296     , 93        , 91.4766   , 0.485474  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.3793   , 30.4535   , 14.7492   , 15.3778   , 14.7492   , 14.7492   , 32.25     
  240.075, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7369   , 14.7369   , 39.0625   , 43.1122   , 19.1389   , 21.9722   , 2200      , 820       , 832.188   , 430.547   , 404.219   , 832.813   , 1041.17   , 861.328   , 1.64063   , 2.10938   , 1.5625    , 2.03126   , 35.5313   , 86.2969   , 94.0313   , 33.0938   , 560       , 37.5      , 37.5      , 2.296     , 93        , 91.4688   , 0.485718  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.4648   , 30.4322   , 14.7369   , 15.4633   , 14.7369   , 14.7369   , 32.25     
  240.125, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7278   , 14.7278   , 39.0625   , 43.1275   , 19.0833   , 21.5278   , 2200      , 820       , 832.188   , 427.031   , 404.063   , 832.813   , 1041.17   , 861.328   , 1.64063   , 2.10938   , 1.5625    , 2.03126   , 35.2031   , 86.3906   , 94.125    , 33.0703   , 560       , 37.5      , 37.5      , 2.24534   , 93        , 91.4609   , 0.485108  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.3763   , 30.4001   , 14.7278   , 15.3748   , 14.7278   , 14.7278   , 32.25     
  240.175, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7461   , 14.7461   , 39.0625   , 43.1244   , 19.0833   , 22.3334   , 2200      , 820       , 832.188   , 428.438   , 404.609   , 832.813   , 1043.75   , 863.438   , 1.5625    , 2.26563   , 1.52344   , 1.875     , 35.3203   , 86.3906   , 94.1484   , 33.1172   , 560       , 37.5      , 37.5      , 2.26667   , 93        , 91.4531   , 0.485535  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.3763   , 30.4383   , 14.7461   , 15.3748   , 14.7461   , 14.7461   , 32.25     
  240.225, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7247   , 14.7247   , 39.0625   , 43.0695   , 19        , 22        , 2200      , 820       , 832.188   , 430       , 403.828   , 832.813   , 1044.14   , 863.75    , 1.5625    , 2.26563   , 1.52344   , 1.875     , 35.4844   , 86.4141   , 94.1719   , 33.0469   , 560       , 37.5      , 37.5      , 2.272     , 93        , 91.4531   , 0.484925  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.4678   , 30.4352   , 14.7247   , 15.4663   , 14.7247   , 14.7247   , 32.25     
  240.275, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7461   , 14.7461   , 39.0625   , 43.1244   , 19.1111   , 21.6945   , 2200      , 820       , 832.188   , 429.609   , 404.453   , 832.813   , 1041.41   , 861.484   , 1.5625    , 2.18751   , 1.52344   , 2.03126   , 35.4375   , 86.3203   , 94.0547   , 33.1172   , 560       , 37.5      , 37.5      , 2.26667   , 93        , 91.4688   , 0.486634  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.4465   , 30.4352   , 14.7461   , 15.445    , 14.7461   , 14.7461   , 32.25     
  240.325, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7278   , 14.7278   , 39.0625   , 43.0939   , 18.9167   , 21.8611   , 2200      , 820       , 832.188   , 427.578   , 403.828   , 832.813   , 1041.33   , 861.406   , 1.5625    , 2.18751   , 1.52344   , 2.03126   , 35.25     , 86.4844   , 94.2422   , 33.0469   , 560       , 37.5      , 37.5      , 2.27734   , 93        , 91.4688   , 0.484864  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.361    , 30.423    , 14.7278   , 15.3595   , 14.7278   , 14.7278   , 32.25     
  240.375, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7369   , 14.7369   , 39.0625   , 43.0817   , 19.0278   , 22.1111   , 2200      , 820       , 832.188   , 428.047   , 403.906   , 832.813   , 1045.23   , 864.609   , 1.71875   , 2.18751   , 1.52344   , 1.95313   , 35.2969   , 86.3438   , 94.0781   , 33.0703   , 560       , 37.5      , 37.5      , 2.26934   , 93        , 91.4766   , 0.486267  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.3946   , 30.4505   , 14.7369   , 15.3931   , 14.7369   , 14.7369   , 32.25     
  240.425, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7522   , 14.7522   , 39.0625   , 43.1855   , 19.0833   , 22.0556   , 2200      , 820       , 832.188   , 428.203   , 404.844   , 832.813   , 1043.44   , 863.203   , 1.71875   , 2.18751   , 1.52344   , 1.95313   , 35.2969   , 86.4609   , 94.2188   , 33.1406   , 560       , 37.5      , 37.5      , 2.304     , 93        , 91.4766   , 0.485779  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.3397   , 30.4215   , 14.7522   , 15.3381   , 14.7522   , 14.7522   , 33        
  240.475, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7369   , 14.7369   , 39.0625   , 43.0695   , 19.0833   , 22.7778   , 2200      , 820       , 832.188   , 433.125   , 404.063   , 832.813   , 1046.09   , 865.391   , 1.64063   , 2.10938   , 1.52344   , 1.95313   , 35.7656   , 86.4609   , 94.2188   , 33.0703   , 560       , 37.5      , 37.5      , 2.33067   , 93        , 91.4844   , 0.485535  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.5014   , 30.4566   , 14.7369   , 15.4999   , 14.7369   , 14.7369   , 32.25     
  240.525, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7644   , 14.7644   , 39.0625   , 43.1671   , 19.0556   , 22.0556   , 2200      , 820       , 832.266   , 431.563   , 405.234   , 832.813   , 1045.78   , 865.078   , 1.64063   , 2.10938   , 1.52344   , 1.95313   , 35.625    , 86.25     , 93.9844   , 33.1875   , 560       , 37.5      , 37.5      , 2.29867   , 93        , 91.4766   , 0.487183  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.4953   , 30.4505   , 14.7644   , 15.4938   , 14.7644   , 14.7644   , 32.25     
  240.575, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.74     , 14.74     , 39.0625   , 43.1671   , 19.0556   , 21.7778   , 2200      , 820       , 832.266   , 431.563   , 404.297   , 831.563   , 1045.78   , 865.078   , 1.64063   , 2.10938   , 1.44532   , 1.875     , 35.625    , 86.4375   , 94.1953   , 33.0938   , 560       , 37.5      , 37.5      , 2.29867   , 93        , 91.4609   , 0.485169  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.5136   , 30.4016   , 14.74     , 15.5121   , 14.74     , 14.74     , 32.25     
  240.625, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7369   , 14.7369   , 39.0625   , 43.0939   , 19        , 21.6111   , 2200      , 820       , 832.188   , 427.344   , 404.063   , 831.563   , 1046.41   , 865.625   , 1.64063   , 2.10938   , 1.44532   , 1.875     , 35.2266   , 86.3906   , 94.1484   , 33.0703   , 560       , 36.75     , 36.75     , 2.29867   , 93        , 91.4453   , 0.485779  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.3778   , 30.4367   , 14.7369   , 15.3778   , 14.7369   , 14.7369   , 32.25     
  240.675, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7339   , 14.7339   , 39.0625   , 43.097    , 19        , 21.3056   , 2200      , 820       , 832.188   , 425       , 404.063   , 831.563   , 1046.41   , 865.625   , 1.79688   , 1.95313   , 1.48438   , 1.875     , 35.0156   , 86.3672   , 94.1016   , 33.0703   , 560       , 36.75     , 36.75     , 2.288     , 93        , 91.4375   , 0.486084  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.3092   , 30.4352   , 14.7339   , 15.3076   , 14.7339   , 14.7339   , 33        
  240.725, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.74     , 14.74     , 39.0625   , 43.1305   , 18.9445   , 21.9445   , 2200      , 820       , 832.188   , 423.672   , 404.219   , 831.563   , 1046.41   , 865.625   , 1.79688   , 1.95313   , 1.48438   , 1.875     , 34.8984   , 86.3906   , 94.1484   , 33.0938   , 560       , 36.75     , 36.75     , 2.31734   , 93        , 91.4453   , 0.485413  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2222   , 30.4169   , 14.74     , 15.2222   , 14.74     , 14.74     , 33        
  240.775, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7339   , 14.7339   , 39.0625   , 43.0817   , 18.8889   , 21.3056   , 2200      , 820       , 832.188   , 423.516   , 403.984   , 832.813   , 1046.41   , 865.625   , 1.79688   , 1.875     , 1.48438   , 1.875     , 34.875    , 86.5078   , 94.1953   , 33.0703   , 560       , 36.75     , 36.75     , 2.29334   , 93        , 91.4531   , 0.485108  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2756   , 30.4413   , 14.7339   , 15.2741   , 14.7339   , 14.7339   , 33        
  240.825, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7461   , 14.7461   , 39.0625   , 43.1      , 18.9445   , 21.8611   , 2200      , 820       , 832.188   , 423.359   , 404.453   , 832.813   , 1046.41   , 865.625   , 1.79688   , 1.875     , 1.48438   , 1.875     , 34.875    , 86.3438   , 94.0078   , 33.1172   , 560       , 36.75     , 36.75     , 2.32      , 93        , 91.4688   , 0.486939  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2237   , 30.452    , 14.7461   , 15.2222   , 14.7461   , 14.7461   , 33        
  240.875, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7431   , 14.7431   , 39.0625   , 43.1397   , 18.9167   , 21.7222   , 2200      , 820       , 832.188   , 424.844   , 404.531   , 832.813   , 1047.19   , 865.625   , 1.875     , 2.03126   , 1.5625    , 1.95313   , 34.9922   , 86.5078   , 94.1953   , 33.1172   , 560       , 36.75     , 36.75     , 2.33334   , 93        , 91.4844   , 0.485718  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2725   , 30.4184   , 14.7431   , 15.271    , 14.7431   , 14.7431   , 33        
  240.925, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.74     , 14.74     , 39.0625   , 43.0756   , 18.9167   , 21.7778   , 2200      , 820       , 832.188   , 421.484   , 404.297   , 832.813   , 1047.19   , 865.625   , 1.875     , 2.03126   , 1.5625    , 1.95313   , 34.6875   , 86.5078   , 94.1953   , 33.0938   , 560       , 36.75     , 36.75     , 2.30667   , 93        , 91.4844   , 0.485779  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.1566   , 30.4581   , 14.74     , 15.155    , 14.74     , 14.74     , 33        
  240.975, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7522   , 14.7522   , 39.0625   , 43.1397   , 18.9445   , 21.8611   , 2200      , 820       , 832.188   , 426.25    , 404.766   , 831.563   , 1047.89   , 866.172   , 1.79688   , 2.03126   , 1.5625    , 2.10938   , 35.1328   , 86.4141   , 94.0781   , 33.1406   , 560       , 36.75     , 36.75     , 2.29334   , 93        , 91.4844   , 0.486328  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.3061   , 30.452    , 14.7522   , 15.3046   , 14.7522   , 14.7522   , 33        
  241.025, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7522   , 14.7522   , 39.0625   , 43.1519   , 18.9167   , 21.8889   , 2200      , 820       , 832.188   , 426.953   , 404.766   , 831.563   , 1047.34   , 865.703   , 1.79688   , 2.03126   , 1.5625    , 2.10938   , 35.2031   , 86.4844   , 94.1719   , 33.1406   , 560       , 36.75     , 36.75     , 2.288     , 93        , 91.4844   , 0.485718  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.3229   , 30.4383   , 14.7522   , 15.3229   , 14.7522   , 14.7522   , 33        
  241.075, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.74     , 14.74     , 39.0625   , 43.0817   , 18.9167   , 21.4445   , 2200      , 820       , 832.188   , 426.641   , 404.219   , 831.563   , 1047.34   , 865.703   , 1.79688   , 1.875     , 1.5625    , 2.10938   , 35.1797   , 86.5078   , 94.1953   , 33.0938   , 560       , 36.75     , 36.75     , 2.256     , 93        , 91.4766   , 0.485718  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.361    , 30.4566   , 14.74     , 15.3595   , 14.74     , 14.74     , 33        
  241.125, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7431   , 14.7431   , 39.0625   , 43.0909   , 18.9167   , 21.7778   , 2200      , 820       , 832.188   , 429.063   , 404.219   , 831.563   , 1047.5    , 865.859   , 1.79688   , 1.875     , 1.5625    , 2.10938   , 35.3906   , 86.4141   , 94.0781   , 33.0938   , 560       , 36.75     , 36.75     , 2.272     , 93        , 91.4766   , 0.486328  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.4129   , 30.452    , 14.7431   , 15.4114   , 14.7431   , 14.7431   , 32.25     
  241.175, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7522   , 14.7522   , 39.0625   , 43.1549   , 18.7778   , 21.1945   , 2200      , 820       , 832.188   , 423.047   , 404.766   , 831.563   , 1047.34   , 865.703   , 1.64063   , 1.875     , 1.48438   , 2.18751   , 34.8281   , 86.4375   , 94.1016   , 33.1406   , 560       , 36.75     , 36.75     , 2.28      , 93        , 91.4688   , 0.486084  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2374   , 30.4383   , 14.7522   , 15.2374   , 14.7522   , 14.7522   , 33        
  241.225, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7247   , 14.7247   , 39.0625   , 43.0542   , 18.7778   , 21.6667   , 2200      , 820       , 832.188   , 424.219   , 403.75    , 831.563   , 1047.34   , 865.703   , 1.64063   , 1.875     , 1.48438   , 2.18751   , 34.9453   , 86.5547   , 94.2422   , 33.0469   , 560       , 36.75     , 36.75     , 2.30134   , 92.25     , 91.4688   , 0.485108  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2603   , 30.4413   , 14.7247   , 15.2588   , 14.7247   , 14.7247   , 33        
  241.275, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7492   , 14.7492   , 39.0625   , 43.0847   , 18.7778   , 22.0556   , 2200      , 820       , 832.188   , 426.016   , 404.453   , 831.563   , 1047.34   , 865.703   , 1.64063   , 1.875     , 1.48438   , 2.34376   , 35.1094   , 86.3203   , 93.9844   , 33.1172   , 560       , 36.75     , 36.75     , 2.32267   , 92.25     , 91.4688   , 0.486939  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2924   , 30.4718   , 14.7492   , 15.2924   , 14.7492   , 14.7492   , 33        
  241.325, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7369   , 14.7369   , 39.0625   , 43.1397   , 18.7778   , 21.1945   , 2200      , 820       , 832.109   , 424.688   , 404.219   , 831.563   , 1047.34   , 865.703   , 1.64063   , 1.875     , 1.48438   , 2.34376   , 34.9922   , 86.4844   , 94.1719   , 33.0938   , 560       , 36.75     , 36.75     , 2.29334   , 92.25     , 91.4688   , 0.485169  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2893   , 30.423    , 14.7369   , 15.2893   , 14.7369   , 14.7369   , 33        
  241.375, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7186   , 14.7186   , 39.0625   , 43.0176   , 18.7778   , 21.2778   , 2200      , 820       , 832.109   , 421.953   , 403.516   , 832.813   , 1047.34   , 865.703   , 1.71875   , 2.03126   , 1.44532   , 2.26563   , 34.7344   , 86.5313   , 94.2188   , 33.0234   , 560       , 36.75     , 36.75     , 2.29334   , 92.25     , 91.4766   , 0.485474  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.21     , 30.452    , 14.7186   , 15.21     , 14.7186   , 14.7186   , 33        
  241.425, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7797   , 14.7797   , 39.0625   , 43.1885   , 18.7778   , 21.3889   , 2200      , 820       , 832.188   , 425.703   , 405.703   , 832.813   , 1047.34   , 865.703   , 1.71875   , 2.03126   , 1.44532   , 2.26563   , 35.0859   , 86.3203   , 93.9844   , 33.2344   , 560       , 36.75     , 36.75     , 2.30667   , 92.25     , 91.4844   , 0.487488  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.3214   , 30.4718   , 14.7797   , 15.3198   , 14.7797   , 14.7797   , 33        
  241.475, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.7339   , 14.7339   , 39.0625   , 43.1183   , 18.8333   , 21.8889   , 2200      , 820       , 832.188   , 425.078   , 404.297   , 832.813   , 1051.8    , 869.453   , 1.5625    , 2.10938   , 1.48438   , 2.18751   , 35.0156   , 86.5313   , 94.2188   , 33.0938   , 560       , 36.75     , 36.75     , 2.33067   , 92.25     , 91.4844   , 0.484864  , 0.949982  , 7.45098   , 35.0713   , 33.75     , 15.2741   , 30.4215   , 14.7339   , 15.2741   , 14.7339   , 14.7339   , 33        
  241.525, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.8316   , 14.8316   , 39.0625   , 43.0756   , 18.8056   , 21.6111   , 2200      , 820       , 832.188   , 428.359   , 406.953   , 832.813   , 1048.05   , 866.328   , 1.5625    , 2.10938   , 1.48438   , 2.18751   , 35.3438   , 86.4375   , 94.1016   , 33.3516   , 560       , 36.75     , 36.75     , 2.344     , 92.25     , 91.4766   , 0.48993   , 0.949982  , 7.45098   , 35.0713   , 33        , 15.3961   , 30.4718   , 14.8316   , 15.3961   , 14.8316   , 14.8316   , 32.25     
  241.575, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.8346   , 14.8346   , 39.0625   , 43.158    , 18.7778   , 21.6111   , 2200      , 820       , 832.188   , 432.031   , 407.422   , 832.813   , 1049.84   , 867.813   , 1.64063   , 2.26563   , 1.48438   , 2.34376   , 35.6719   , 86.4375   , 94.1016   , 33.3984   , 560       , 36.75     , 36.75     , 2.33334   , 92.25     , 91.4688   , 0.489563  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.5487   , 30.4352   , 14.8346   , 15.5487   , 14.8346   , 14.8346   , 32.25     
  241.625, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.8255   , 14.8255   , 39.0625   , 43.1275   , 18.7778   , 22.1111   , 2200      , 820       , 832.188   , 432.734   , 406.172   , 832.813   , 1047.66   , 866.016   , 1.64063   , 2.26563   , 1.48438   , 2.34376   , 35.8125   , 86.5078   , 94.1953   , 33.3516   , 560       , 36.75     , 36.75     , 2.4       , 92.25     , 91.4609   , 0.487793  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.5151   , 30.4383   , 14.8255   , 15.5151   , 14.8255   , 14.8255   , 32.25     
  241.675, 0         , 0         , 0         , 0         , 6         , 0.999757  , 0         , 0         , 0         , 14.8163   , 14.8163   , 39.0625   , 43.0725   , 18.8056   , 20.9722   , 2200      , 820       , 832.188   , 428.047   , 405.625   , 832.813   , 1048.52   , 866.719   , 1.79688   , 2.26563   , 1.5625    , 2.34376   , 35.3906   , 86.5313   , 94.2188   , 33.3047   , 560       , 36.75     , 36.75     , 2.32267   , 92.25     , 91.4531   , 0.487671  , 0.949982  , 7.45098   , 35.0713   , 33        , 15.4678   , 30.4566   , 14.8163   , 15.4663   , 14.8163   , 14.8163   , 32.25     
